sex,Age,Married,Number_children,,total_members,gained_asset,durable_asset,save_asset,living_expenses,other_expenses,,,,,incoming_agricultural,farm_expenses,,lasting_investment,no_lasting_investmen,depressed
1,19,1,1,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,64,1,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,26,1,4,,6,13685133,16015369,99601105,94223757,2722613,,,,,94223757,11040373,,25480034,12708641,1
1,19,1,1,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,22,1,3,,5,10089683,22861940,38693707,18017291,72069163,,,,,18017291,1501441,,18681934,81745118,0
1,46,0,5,,7,29308127,32030739,22088094,40524223,36034584,,,,,65396094,78853455,,39768771,42251659,0
1,27,1,4,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,37,1,4,,6,15262648,22861940,20562209,15161217,46844955,,,,,74738393,14235884,,52010986,14235884,0
1,68,0,0,,1,6406148,22861940,31750471,12011529,34913507,,,,,12011528,2348921,,43578979,2348921,0
1,30,1,4,,6,30108896,22861940,10717238,47378802,35233814,,,,,15348064,75213295,,10259119,79617516,0
0,57,1,4,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,23,1,5,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,19,1,3,,5,19666875,81678391,14119073,33365355,39878273,,,,,33365355,16747183,,11637148,10242941,0
1,24,1,2,,4,12011527,22861940,10467189,24023058,53971798,,,,,80076849,6005764,,15235257,6005764,0
1,24,1,4,,6,3064541,28827665,31152676,46658112,79996773,,,,,19431982,14942384,,58853497,1793192,1
1,28,1,6,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,53,1,4,,6,12572066,56053795,1943873,33098431,76553467,,,,,26158438,82301201,,83325989,14502808,0
1,27,1,4,,6,325112,22861940,48846878,96092218,22901979,,,,,30028818,31363432,,5332699,24023056,0
1,61,0,0,,1,10810374,22861940,10167129,40038424,29147974,,,,,53384566,16682677,,16061765,16682677,0
1,34,0,5,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,53,0,3,,5,20819981,22861940,28028803,18684598,23302362,,,,,26158438,15570499,,4053606,10899349,1
1,22,1,3,,5,1753683,80076849,86296158,15081141,76873773,,,,,66730708,14436076,,23888196,40461049,0
1,49,1,5,,7,33872507,30429203,33320551,17136446,88084534,,,,,2314221,67704979,,60624402,13478268,0
1,27,1,4,,6,1712043,22861940,14565674,61392255,30269049,,,,,72069163,32742535,,21879538,33890305,0
0,71,0,3,,5,88885307,22861940,41101158,24023058,11210759,,,,,24023056,32831508,,14299631,13087227,1
1,32,1,6,,8,27065976,82479156,14398201,19752291,33792431,,,,,17817099,20462083,,65119403,28720276,0
1,48,1,0,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,39,1,5,,8,18577829,3203074,12072157,24023058,20980135,,,,,24023056,20019212,,22602773,60724945,0
1,52,1,2,,8,10121714,22861940,90948227,1414691,28026897,,,,,15815178,73181348,,11495668,34010418,0
1,73,0,0,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,48,1,5,,7,20819981,22861940,16817282,19218447,39718117,,,,,17750368,21053539,,5161239,23442499,0
1,20,1,1,,3,28912201,22861940,15189053,26692283,31229971,,,,,26692283,45599318,,41303144,49870081,0
1,27,1,4,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,25,1,2,,4,20179366,22861940,95600319,72069163,16335678,,,,,1040999,10143068,,7539209,23489208,1
1,25,1,4,,6,14654063,22861940,57848663,53491335,56854563,,,,,24023056,46711496,,24710065,14413832,0
1,34,1,4,,6,21941057,59256868,1871068,21033521,24023054,,,,,13346142,36746376,,29200659,11201861,0
1,26,1,3,,5,41800117,22861940,22411412,82746077,99295292,,,,,52717257,9231082,,26161041,10232041,0
1,22,1,4,,6,40967316,22861940,43729588,26692283,46925034,,,,,26692283,22243568,,59792566,22910875,0
1,24,1,5,,7,18577829,22861940,10354375,39371116,19827028,,,,,39371116,39048586,,19151015,59868565,0
1,76,1,0,,2,16095447,22861940,13186331,18684597,32671356,,,,,18684597,48935852,,21220364,48935852,0
1,60,0,0,,2,52049953,1601537,46544098,64061475,72069163,,,,,64061481,21353826,,18396263,18150753,0
1,31,1,4,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,40,1,8,,10,20019212,25624592,5765094,88191299,90006378,,,,,17083061,18266418,,66693719,58304844,1
1,63,1,3,,7,1601537,22861940,49474911,6406148,96092218,,,,,1601537,61392248,,34605649,19485366,1
0,31,1,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,1
0,70,0,0,,1,96092224,22861940,14537762,33365355,3203074,,,,,41373043,27804461,,96092224,27804461,1
1,32,1,4,,6,7527224,22861940,64687225,11210759,1231582,,,,,1601537,29361513,,11311937,18951521,0
1,22,1,1,,3,14894295,1601537,39077503,26692283,51249185,,,,,30028818,46711496,,1601537,20686519,0
1,22,1,1,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,32,1,5,,7,23958994,22861940,13779471,23937639,23382441,,,,,1988575,20575299,,55513086,60613723,0
1,29,1,5,,7,29788589,24023054,21655449,90219917,59465069,,,,,13346142,99219666,,11811042,13269179,0
1,77,0,0,,1,28912201,22861940,10118281,16015369,52850723,,,,,30028818,31363432,,24781887,,1
1,39,1,0,,2,47245342,48046108,12444323,11744604,87283764,,,,,37369196,31140998,,10987436,48357517,0
1,59,0,1,,2,12075589,22861940,70362762,21353827,10890451,,,,,21353827,58767514,,5489967,58767509,0
1,42,1,4,,6,11499036,3843689,14177225,90753756,54516319,,,,,98761454,28254672,,22697598,32491272,0
1,24,0,1,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,24,1,4,,6,35954504,80076847,12735079,10089684,17616907,,,,,26425362,32698047,,72240765,17683638,1
1,19,0,0,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,22,1,2,,4,89686073,22861940,49544693,24023058,33392048,,,,,24023056,79409537,,10528009,79409542,0
0,76,0,2,,3,11803328,80076847,12874641,28026898,40038424,,,,,28026898,23355748,,22995976,10243163,0
0,76,0,0,,1,60858406,22861940,72107291,53384566,2162075,,,,,66730708,11121784,,67264557,11121784,0
1,27,1,5,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,44,1,6,,9,13853294,16015369,10269474,11477681,81678391,,,,,74738393,92978115,,3551821,42663166,0
1,49,1,4,,8,32046756,28827665,13559079,10539447,22982056,,,,,24516861,43485844,,50061578,53708988,1
1,23,1,2,,4,26585513,22861940,13642235,12411912,43481731,,,,,12411912,66130137,,44857788,76139736,0
1,34,1,2,,4,25208192,22861940,12339652,10143068,48526569,,,,,10143067,88662863,,4516283,96670551,0
1,42,0,5,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,39,1,6,,9,39157581,16015369,1770641,93916788,49647646,,,,,81104498,16037279,,11939388,44544636,0
1,48,1,4,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,23,1,2,,4,60057636,22861940,85761162,24023058,93689911,,,,,30696127,28375232,,84034317,28375232,0
1,22,1,3,,5,19138367,12812296,12711819,10676913,12812296,,,,,10676913,1096608,,42993579,25940451,1
1,25,1,3,,5,1559897,16015369,10099674,10143068,13372834,,,,,19752291,1646024,,17613538,31301148,0
1,26,1,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,43,1,1,,3,18337599,22861940,11795358,53384566,16335678,,,,,53384566,20464084,,79148279,33810225,0
1,36,0,5,,7,13693141,22861940,23399979,33365355,76873775,,,,,40038424,27804461,,14266327,17461201,0
1,31,1,4,,6,26873792,4548365,18247798,19618828,22741825,,,,,52049952,58789754,,48195786,52029934,0
1,32,0,4,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,30,1,6,,8,5925687,22861940,90483025,74738393,55413181,,,,,90753765,25446644,,17784691,48668928,0
1,47,1,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,30,1,1,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,22,1,1,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,60,1,2,,4,38436887,32030739,43496983,85415304,48046112,,,,,85415304,7117942,,17911409,32902687,1
1,59,1,0,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,27,1,5,,7,36819336,22861940,31824908,35020279,12508004,,,,,11130682,68154297,,92843073,13915577,0
1,25,0,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,27,1,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,51,1,4,,6,16655985,22861940,12897902,15348063,1040999,,,,,24957285,12122747,,6087558,25335426,1
1,33,1,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,18,1,3,,3,1473414,22861940,8548204,26692283,60858406,,,,,30028818,37369194,,39056421,40038422,0
1,59,1,1,,3,73991013,22861940,4099649,36034581,11210759,,,,,36034581,13112584,,13421771,37135639,0
1,23,1,2,,4,66463783,22861940,85272697,1601537,24503515,,,,,1601537,10263183,,29144922,14026795,0
1,27,1,2,,4,24023055,22861940,11781401,22955362,39157581,,,,,13346142,6450635,,69375018,11121784,0
1,46,1,5,,7,27546436,80076851,10740498,32698047,44843037,,,,,32698047,47434416,,35393967,10266408,0
1,29,1,5,,7,26905823,40038424,17352274,66730709,39397812,,,,,66730709,38926246,,38529614,86972351,0
1,18,1,1,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,33,1,4,,6,13355217,40038424,13521281,41106119,96092224,,,,,34166121,28943331,,31190913,33614483,0
1,32,1,2,,4,84080696,22861940,50591408,26692283,54452257,,,,,30028818,31363432,,90613319,66730708,0
1,30,1,5,,7,38196658,22861940,14049292,53384566,56053795,,,,,53384566,37814066,,12122301,52227898,1
1,19,1,2,,4,1169122,22861940,15258835,26692283,12796281,,,,,40038425,40260859,,12011527,7069006,0
0,40,0,2,,4,45643803,22861940,89343269,41373043,38757195,,,,,47779188,93200558,,56180267,41884642,0
1,28,1,5,,8,67857123,64061478,69362564,26692283,27594482,,,,,30028818,89792839,,11601533,90017059,0
1,28,1,4,,6,30108896,22861940,14635457,93422995,40278656,,,,,53384566,51960976,,50556335,54349934,1
0,33,0,1,,2,35714276,22861940,72223602,26692283,54452259,,,,,30028818,46711496,,38757196,46711496,0
1,43,0,1,,3,584561,80076849,10083391,16015369,12780265,,,,,16015369,25758052,,1308208,41840153,0
1,32,1,7,,9,66463783,22861940,16921954,18978214,14093526,,,,,56053796,56053795,,98555206,75806084,0
1,28,1,5,,7,37876349,96092224,3484411,46177654,31966679,,,,,3683535,56298473,,71413434,69017349,0
1,27,1,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,25,1,3,,5,1169122,22861940,24423439,1601537,19859058,,,,,1601537,80877619,,35176425,86950111,0
1,30,0,3,,4,10249837,22861940,99926758,6406148,29147974,,,,,6406148,73403776,,16782457,24757092,0
1,20,1,2,,4,10409991,60858406,82900131,80076847,37956429,,,,,24023056,45777268,,58404114,65436134,0
1,49,1,2,,4,12652142,22861940,1915728,28560741,21524658,,,,,27359591,29406002,,16757162,40883684,1
1,24,1,1,,3,16127478,22861940,82109283,22688444,14413833,,,,,22688441,18907036,,17729015,28582988,0
1,30,1,1,,3,11370913,24023054,39833465,91421068,18417675,,,,,1134422,12039331,,15002208,26027756,0
1,26,1,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,26,1,1,,3,16736061,22861940,89250221,16015369,1577514,,,,,30028818,31363432,,2073571,,0
0,41,0,3,,4,27386282,22861940,16619571,45109959,43561806,,,,,13079219,44798547,,46710098,40581169,0
1,20,1,1,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,36,0,0,,3,92088379,22861940,42333961,76339927,75272241,,,,,98761454,78297365,,15888965,78297365,0
1,25,1,2,,4,39301718,22861940,13074681,17883831,17616907,,,,,10676913,36924326,,53006683,43597398,0
1,21,1,3,,5,27098007,22861940,12462932,19170399,45884033,,,,,30028818,36568429,,29182547,52583799,0
1,49,1,5,,11,36114661,736707,82923393,45376887,38757195,,,,,56053796,79454031,,65352307,84285332,0
1,59,0,0,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,1
1,59,1,5,,7,47725803,22861940,99787193,3203074,34593201,,,,,3203074,23489208,,52968738,34166122,0
1,33,1,4,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,36,1,5,,8,13773218,6406148,61058598,28026898,18337599,,,,,28026898,29027858,,21675154,36001217,0
1,41,1,5,,9,21300443,22861940,16875435,12865682,24983976,,,,,77407622,64506352,,2512729,45821753,0
1,25,1,1,,3,15534909,22861940,14305158,32030737,96892986,,,,,3203074,80076851,,15534909,36034581,0
1,36,1,6,,8,30829587,52850719,14572653,10143068,56053795,,,,,10143067,48490982,,3541507,59568275,0
1,72,1,0,,3,12331835,22861940,7117688,96092218,68866091,,,,,96092218,26425362,,18131116,26425362,0
1,34,1,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,1
1,44,1,5,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,21,1,1,,3,11611143,22861940,11558102,68278861,19698906,,,,,93422991,62704625,,1321268,62704625,0
1,25,1,3,,5,16928246,2722613,12665298,43241501,25944899,,,,,3203074,20019212,,23904657,3002882,0
1,30,1,1,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,20,1,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,20,1,2,,4,36531058,11210759,16456747,14387141,17136446,,,,,39771502,3942428,,41031378,50755151,0
1,35,1,6,,8,21764888,22861940,14112096,18471058,24823823,,,,,13346142,11121784,,2314812,15926396,0
1,25,1,3,,5,24343362,16928246,38868158,77674545,325112,,,,,13346142,53384566,,86900793,17556848,0
1,25,1,1,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,28,1,4,,6,15711078,24023054,15506558,10476722,71588707,,,,,23022095,1021536,,1823477,47384361,0
1,66,0,0,,1,42440731,22861940,22562605,12545372,56534257,,,,,12545373,10454478,,46444572,10454478,1
1,51,1,1,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,33,0,4,,5,81678391,22861940,47855984,10289875,10730298,,,,,20019212,16682677,,69642126,13012488,0
